id,created_at,text,retweet_count,favorite_count,media_count,url_count
732754737188220928,2016-05-18 02:08:37,RT @Iifepost: This really hit me https://t.co/KADu0pdy7m,1111,0,1,0
732754275525361664,2016-05-18 02:06:47,RT @TheOnlyOHehir: losing a snap streak is honestly so heartbreaking,54381,0,0,0
732645834295279617,2016-05-17 18:55:53,@geescupoftea loving this idea tbh. You're going to own the show babe!! 😘😘,0,1,0,0
732645250754355200,2016-05-17 18:53:34,@geescupoftea keep it a secret and go own the red carpet when it's the big day🎉😘👊🏼,0,1,0,0
732645139487809536,2016-05-17 18:53:07,"@geescupoftea haha i feel this!! I had to do the same..Well actually, i told then straight no one was getting to know..",0,1,0,0
732635476478296064,2016-05-17 18:14:43,You're like me!!! I said the same too when i had prom. I get ya girl💕 https://t.co/2tVklobDAU,1,1,0,1
732634964152492032,2016-05-17 18:12:41,"RT @TumblrEdits: 'why aren't u revising, u know finals are soon?'
'u used to be so smart what happened?'
'where's ur motivation?' https://t…",4805,0,0,0
732581721028366336,2016-05-17 14:41:07,RT @StuckyStarnes: being a girl is so scary like am I having cramps or is my appendix getting ready to explode idek,7,0,0,0
732581075059412993,2016-05-17 14:38:33,RT @SooFunnyPost: thats me https://t.co/j0v4LITCtm,897,0,1,0
732310806470242304,2016-05-16 20:44:36,@snow13MT awh love you 😚 If ever you need anyone. Message me x,0,0,0,0
732308801840414723,2016-05-16 20:36:38,@snow13MT it's nice how you actually bothered to message me. Thank you cutie 💕,0,0,0,0
732308028213612546,2016-05-16 20:33:34,RT @Airthuggin: Fuck with someone who always makes you feel wanted &amp; appreciated,535,0,0,0
732307578001207296,2016-05-16 20:31:46,"@snow13MT ahaha that's sweet anni 💕 but it's okay. My presence makes no difference to anyone, not that i care. I appreciate you though x",0,0,0,0
732306165770690561,2016-05-16 20:26:10,But me telling yall i won't be talking doesn't exactly make much difference to anyone anyway. So it's cool.,0,0,0,0
732305753671864322,2016-05-16 20:24:31,Tbh I'm not in the mood to talk to anyone.,0,0,0,0
732305578526179332,2016-05-16 20:23:50,RT @mtrench: UK TOUR DATES ANNOUNCED!!! Just SOME of the exciting news we will have for you over the next… https://t.co/lcP6WDNuYW,100,0,0,1
732305564622045184,2016-05-16 20:23:46,RT @mtrench: UK tour dates. Might as well celebrate. #UKbuddy https://t.co/loqHzCozaL,62,0,0,1
732304284927299584,2016-05-16 20:18:41,RT @TrenchingMalec: Anyone who knows me knows I've been waiting 4 and a half years to see Marianas Trench. I want this to be about the peop…,2,0,0,0
732303972090970112,2016-05-16 20:17:27,"RT @MattWebbMT: Well this is exciting. UK tour dates announced today, and a whole bunch of cool news this week. Yes.",61,0,0,0
732016341557891073,2016-05-16 01:14:30,"RT @LifelnWords: It's not that no one asked me 
if I was okay,
They did.
It's just that

no one really wanted to know.",1923,0,0,0
731955715179487232,2016-05-15 21:13:36,"Mefil e milaad was a success. Alhamdulillah. May Allah accept all our duas. 
Now for the clean up!",0,0,0,0
731683871582998528,2016-05-15 03:13:23,RT @TrapicalGod: You don't even realize how much I love talking to you..,3478,0,0,0
731682496551747584,2016-05-15 03:07:55,Good morning and good night messages make my day. What a QT,0,0,0,0
731681449158553601,2016-05-15 03:03:46,RT @tyleroakley: @ donald trump ur next https://t.co/W0Td99bIdN,4418,0,1,0
731681244434563072,2016-05-15 03:02:57,RT @mtrench: Man do we ever have a lot of sweet Touring news coming up. Keep an eye on us cats! 😺😼😸😾,128,0,0,0
731550411207901184,2016-05-14 18:23:04,RT @MrPeterAndre: I'm pretty darn excited! My brand new book is coming out this Autumn - pre-order your copy now! https://t.co/Qc7O3G20UW :),265,0,0,1
731289388529897472,2016-05-14 01:05:51,@awkwardnarwhal_ thank you honey pie😘,0,0,0,0
731204793482522625,2016-05-13 19:29:42,RT @GymStimulus: This is a core workout! https://t.co/B4x33204mg,329,0,1,0
731204573839433728,2016-05-13 19:28:50,"RT @thatgirl_gingaa: I'm just trying to keep it together, cause I could do worse &amp; you could do better 💕",3,0,0,0
731158374281322496,2016-05-13 16:25:15,"RT @MrPeterAndre: Looking forward to performing at Priory Park, make sure you get your tickets :))) https://t.co/F3nBM7952e https://t.co/Md…",40,0,0,1
731137254639456257,2016-05-13 15:01:20,"Allah said: Fear not, for i am with you. I hear and i see.",0,1,0,0
731137006936457218,2016-05-13 15:00:20,"Truest thing iver ever read.
Oh mender, Cast your blessing upon our family. https://t.co/pc8J1qBGCQ",0,2,1,0
731134132311457793,2016-05-13 14:48:55,Please keep my gran in your prayers. She's really ill atm. xoxo,0,2,0,0
731133794598682624,2016-05-13 14:47:35,"RT @sajjad_irfan: Childhood pictures will always be more beautiful than selfies.Its because You never aimed for perfection,You were just li…",581,0,0,0
731133653108035585,2016-05-13 14:47:01,"RT @passivedrugs: sorry @ girls if i stare at you in public and you think im being a hater hoe, im really jus wondering how u so pretty",2326,0,0,0
731133510065528832,2016-05-13 14:46:27,RT @Nikolettax: What kind of insane level was I on when I used to think that people would treat me nicely because I do with them,37,0,0,0
731130859479306240,2016-05-13 14:35:55,Well at least somebody noticed my absence https://t.co/JNr2Ovu1YS,0,2,0,1
715865663970091008,2016-04-01 11:37:29,"RT @EdLever: Sometimes I lick the knife because, what the hell... I'm gonna die",27,0,0,0
715865535892860929,2016-04-01 11:36:58,RT @b_gray3: Do you ever zone out but you're aware that you've zoned out but you're to lazy to zone back in,32,0,0,0
714151329736822785,2016-03-27 18:05:19,RT @hassanrahman11: I think marriage isnt about a person being perfect. Its about 2 people being perfect together. Just my opinion.,475,0,0,0
714150900604997634,2016-03-27 18:03:37,RT @Surah_20: Alhamdulillah - a word that sums up every situation. Saying it actually puts someone at ease. Make a habit of saying it more …,78,0,0,0
714150806338072577,2016-03-27 18:03:15,"RT @hassanrahman11: Ya Allah, whoever is reading this.. when their time comes, grant them the death of a believer followed by an easy recko…",1464,0,0,0
714149318006087681,2016-03-27 17:57:20,RT @_FineAssNikki: Life goal: Travel the world 🗼🗽🗿🗾🌍,23435,0,0,0
714149238373003265,2016-03-27 17:57:01,RT @Za1d: My prayers go out to everyone in Lahore right now. May Allah give patience to the families affected. Please make Dua for them.,1154,0,0,0
713784432520478720,2016-03-26 17:47:24,Give up with life.,0,0,0,0
713784406100586497,2016-03-26 17:47:18,Give up with trying.,0,1,0,0
713419988632264704,2016-03-25 17:39:14,RT @LikeTotallyEden: ItS haPPENING https://t.co/ssPiV6koSj,12,0,1,0
713396470523760641,2016-03-25 16:05:47,@geescupoftea you're my fave💝,0,1,0,0
713396334624116736,2016-03-25 16:05:15,RT @shinylikedirt: https://t.co/jgTPcxbKpA,15,0,1,0
713396052251045888,2016-03-25 16:04:07,"RT @zaynmalik: #MindOfMine .. yours now !!!!
📀 🎵🎶🎶  https://t.co/aKiFddVIXz https://t.co/1mggMgBHcm",127242,0,1,1
712623259414568960,2016-03-23 12:53:19,"RT @mypalanpuri: When you’re in pain, don’t focus on others, Focus on the One who heals all pain. Indeed ALLAH is the best Healer.",104,0,0,0
712623209783365632,2016-03-23 12:53:07,When you lose that 51🔥 snapchat streak. Oh my dayZ,0,1,0,0
712622762297323524,2016-03-23 12:51:21,RT @Za1d: #StopIslam is by far one of the most stupidest and ignorant trends. We don't need to stop Islam.. we need to stop ignorant thinki…,1738,0,0,0
712622729774637056,2016-03-23 12:51:13,RT @NiallOfficial: There's way too much anger in the world .,158496,0,0,0
712622701165285376,2016-03-23 12:51:06,RT @MrPeterAndre: Thanks to all of you so very much who attended my tour. It has made me want to announce another very very soon:),137,0,0,0
712079377895391232,2016-03-22 00:52:08,Wantin to go to the Dinner on a boat in London for my cousins Engagement in the cruise ship but not wantin to go without @Adeelaxali #life🚢😭,1,0,0,0
712078163107553281,2016-03-22 00:47:18,"RT @ameliabaston: ""What you sleeping in babe😏"" full length pyjamas and a hoodie babe wby X",9,0,0,0
712002864630120448,2016-03-21 19:48:05,RT @HeaIthGuides: Full body workout 🌟 https://t.co/M6B6EutKro,467,0,1,0
711537261838536704,2016-03-20 12:57:57,"@Adeelaxali yknow what would ne more effective, if you came and woke me up😷",0,0,0,0
709316834361806848,2016-03-14 09:54:46,"RT @mtrench: The #ThisMeansWar lyric video it out today! Check it out here:
 https://t.co/ZCLXN58qpX",94,0,0,1
709314943443668992,2016-03-14 09:47:15,RT @JoshRamsay: So tired my face might fall off,12,0,0,0
709005558611886081,2016-03-13 13:17:52,She knows me too well,0,0,0,0
709005446070325249,2016-03-13 13:17:25,"""Can one please consume her cereal"" 😂😂 I CAN'T BREATHE",0,1,0,0
709005352210145280,2016-03-13 13:17:03,@Adeelaxali One will get to that now. Pissin myself doe😂,0,0,0,0
708999767590871040,2016-03-13 12:54:51,"RT @jessemowen: Face swap only serves to highlight the fact that your face is disgusting outside the context of your head, and sometimes in…",12,0,0,0
708999389461815296,2016-03-13 12:53:21,"RT @itssixwordstory: “To me, you are absolutely perfect.""",12594,0,0,0
708998923273310208,2016-03-13 12:51:30,RT @DoItLikeMtrench: 20 years ago a man walked into a school and shot a class full of 6 year old children and it's teacher #Dunblane #WeWon…,1,0,0,0
708998106084478976,2016-03-13 12:48:15,@Adeelaxali one has not had adequate sleep after sleeping at 6am but one is now awake to gym,0,0,0,0
708743545704878080,2016-03-12 19:56:43,"I'm so bad at replying now. I'm sorry, i have so much going on. I sometimes forget to breathe, don't take it personally.",0,0,0,0
708742729560432640,2016-03-12 19:53:29,"RT @SoftKissiez: Don't feel sad over someone who gave up on you, feel sorry for them because they gave up on someone who would have never g…",70,0,0,0
708742633858994176,2016-03-12 19:53:06,"RT @RealKhalilU: Once I start noticing shit that I don't like, I either go distant or completely stop fucking with you",1069,0,0,0
708742444024799232,2016-03-12 19:52:21,"""This reminds me of you"" (*inserts my fave song*) 
Forreal; this must be the most beautiful thing to ever read👀",0,1,0,0
708742049118420992,2016-03-12 19:50:46,"RT @tylerrjoseph: and if you or someone near you needs out of the pit for an emergency, hold up your hand and point down at them.

i'll sto…",24419,0,0,0
708741937747107840,2016-03-12 19:50:20,"RT @tylerrjoseph: after everyone leaves
:
i hope you stick around",50256,0,0,0
708741878481625088,2016-03-12 19:50:06,RT @DoItLikeMtrench: Tattoo dedicated to my gran as I always believe she is right beside me and the lyrics to my fav @mtrench song 😍😍😍😍 htt…,7,0,0,0
708740910532657154,2016-03-12 19:46:15,I can't help faliiiiiiinn in love wiiiiiith yew♚♛,0,0,0,0
708739857770741762,2016-03-12 19:42:04,"RT @girlideas: i can tell myself all day, “be heartless, fuck them” but in all reality, I have a big heart, and can’t treat people bad, tha…",550,0,0,0
708739033107722241,2016-03-12 19:38:47,RT @thatgirl_gingaa: Everything about Trench is absolutely fucking beautifully passionate &amp; it makes me feel so much &amp; I love them for it m…,8,0,0,0
708386936776429568,2016-03-11 20:19:41,Went to the dentist for a problem last year&amp;had to go again for the same problem. Found out they did the wrong treatement before..wtf,0,0,0,0
708383255502962698,2016-03-11 20:05:03,"RT @somnystars: Tagged by @JoshRamsaysgirl 
Excuse the stupid message @Tyler_rankin15 sent me 😒 (and i had to block out a number) https://t…",4,0,0,0
707500968687050752,2016-03-09 09:39:10,"My chest hurts so much and i ended up having no sleep, which means I've done another all nighter😭 god help me",0,0,0,0
707500147232608257,2016-03-09 09:35:54,"RT @MattWebbMT: Well that's the end of it. 4 days of pre-pro to setup for #neversaydie. Can't wait for you guys to see this show. Kingston,…",43,0,0,0
707358198743826432,2016-03-09 00:11:51,@rachelmilne241 ily! And I'm so glad. You're so very welcome babe. Hopefully see you soon😘❤xxxxx,0,1,0,0
707358087481565184,2016-03-09 00:11:24,RT @rachelmilne241: @_Alexithymia_x THANK YOU SO MUCH!! I know it's been amazing! Love you loads Aksa! 😘xxxxxxx,1,0,0,0
707357958603149312,2016-03-09 00:10:54,RT @DoItLikeMtrench: My sister got this tattooed today! Can't wait for mine @JoshRamsay @mtrench @MattWebbMT https://t.co/eWmqvcaRyb,4,0,1,0
707357880639426560,2016-03-09 00:10:35,RT @DoItLikeMtrench: #HappyWomensDay #InternationalWomensDay 😘😘😘,2,0,0,0
706596285185462272,2016-03-06 21:44:16,"Why so far away, we are so perfect✨",0,0,0,0
706595598397521922,2016-03-06 21:41:33,"RT @SincerelyTumblr: I grew apart from a lot of people. No hate or anything like that, we just dont relate anymore",1767,0,0,0
706594215501950976,2016-03-06 21:36:03,RT @SincerelyTumblr: i don’t have a nervous system. i am a nervous system,4440,0,0,0
706594157037559808,2016-03-06 21:35:49,RT @SincerelyTumblr: if u listen closely u can hear me not caring,2275,0,0,0
706573503810686976,2016-03-06 20:13:45,❤Happy mothers day to my beautiful mummy. ilysm💝,0,0,0,0
706569768631996418,2016-03-06 19:58:54,"RT @marianaslester: what do you mean I don't wear any colours other than black? my socks are white, and the writing on my shirt is blue",2,0,0,0
706569717281120256,2016-03-06 19:58:42,RT @MrPeterAndre: You are gonna love it RT @nicolamolly Just booked last min ticks to see @MrPeterAndre in Brighton this Friday sooooo exci…,15,0,0,0
706569683458269184,2016-03-06 19:58:34,HAPPY BDAYYYY BESTIE!! HOPE YOU'VE HAD AN AMAZING DAY!🎉So many memories this past year. Hopefully many more to come😘 https://t.co/ogErceZuTu,0,3,1,0
706150708157014016,2016-03-05 16:13:43,"RT @Feng_Phan: Just putting this out there, I'm terrible at keeping up with group chats and replying to texts overall",2,0,0,0
705913413919232004,2016-03-05 00:30:47,That car journey with Marianas Trench being blasted was the best @DoItLikeMtrench,0,2,0,0
705913163846434816,2016-03-05 00:29:48,Seeing my girls has made my night xo xo,1,0,0,0
705911059450871808,2016-03-05 00:21:26,Ily!!!❤💘💕💜 https://t.co/C1ImNwv9ra,1,2,0,1
705909869078056960,2016-03-05 00:16:42,@DoItLikeMtrench MY BESTIE IS BETTER THAN YOURS😘❤,1,1,0,0
705909826312912897,2016-03-05 00:16:32,RT @DoItLikeMtrench: Best pal is Queen 😍😍😍 @_Alexithymia_x https://t.co/1BdgnfIskO,1,0,1,0
705861434459209728,2016-03-04 21:04:14,RT @Drews_Juliet1: @_Alexithymia_x for you babes. https://t.co/uaxi24c0AM,2,0,1,0
705857525594324992,2016-03-04 20:48:42,RT @MrPeterAndre: Can't wait for tomorrow night in Glasgow. Thanks very much Newcastle for last night :)) https://t.co/FlkVnVluV5,34,0,0,1
705830011903856644,2016-03-04 18:59:23,RT @Drews_Juliet1: @_Alexithymia_x https://t.co/ReWBHjKMk5,1,0,1,0
705829883738505216,2016-03-04 18:58:52,RT @Drews_Juliet1: @_Alexithymia_x https://t.co/GXhfNnv09n,1,0,1,0
705829583178899456,2016-03-04 18:57:40,RT @Drews_Juliet1: @_Alexithymia_x https://t.co/JQi4zj4EwI,1,0,1,0
705793417670950912,2016-03-04 16:33:58,"@JillianCartmel @DoItLikeMtrench i know, it has been a while, missing your craxy banter😂x",0,1,0,0
705791745267728385,2016-03-04 16:27:19,"@JillianCartmel @DoItLikeMtrench awwwh, i didn't expect that, Jill. Well next time , for sure😘",0,1,0,0
705789997992054784,2016-03-04 16:20:23,"@DoItLikeMtrench @JillianCartmel and i guess that's NEARLY as good as seeing me😂😂😂 jkzz, have fun doe",0,0,0,0
705789520726401026,2016-03-04 16:18:29,RT @SincerelyTumblr: If you don’t use an empty house to sing obnoxiously and off key in your underwear you are doing life wrong,2057,0,0,0
705789059516526592,2016-03-04 16:16:39,"Early morning gym session, intense clean around the house, a relaxing shower and now to get ready for the reunion!! Buzzinggggg",0,1,0,0
705788741747679232,2016-03-04 16:15:23,^ @awkwardnarwhal_ @DoItLikeMtrench @Drews_Juliet1 @Abbiesaint98 😋,1,2,0,0
705788442303729665,2016-03-04 16:14:12,So it's finally happening.🎉I haven't saw my best friends in ages and today is the day!!!! #reunionOfTheSquad can't wait!,0,1,0,0
705787973942517761,2016-03-04 16:12:20,RT @DoItLikeMtrench: So excited to be going to @_Alexithymia_x not seen my bestie is ages 😘😘😘😘,1,0,0,0
703676212087037952,2016-02-27 20:20:57,Wantin to start the gym again real soon. Hopefully make a go of it in the coming week💪🏻,0,0,0,0
703675943022411778,2016-02-27 20:19:53,"RT @itssixwordstory: No matter how angry you get, you always end up forgiving the people you love.”",518,0,0,0
703675769231376384,2016-02-27 20:19:11,RT @Avstvn: I don’t care what you think about me. I don’t think about you at all.,1003,0,0,0
703675563924393985,2016-02-27 20:18:22,RT @Rumena_101: RUMENA | What's In My Bag: https://t.co/MfcepecwHv via @YouTube,2,0,0,1
703675412069613571,2016-02-27 20:17:46,When your favourite YouTuber replies to you on  ig TWICE!,0,0,0,0
703675021995200512,2016-02-27 20:16:13,I miss you,0,0,0,0
703674952281690113,2016-02-27 20:15:56,The ocean has ruined so many opportunities for me💔💔,0,0,0,0
703674452144472066,2016-02-27 20:13:57,RT @sajjad_irfan: Girls remember everything...Go and do Hifz then.,56,0,0,0
703601332972814336,2016-02-27 15:23:24,RT @Za1d: Always start your day with a smile :) https://t.co/VtCUTXvGeI,273,0,1,0
703601247878848512,2016-02-27 15:23:04,RT @Za1d: Agar ap dil ke mareez hai.. please don't watch today's match under any condition.,325,0,0,0
703601176277880833,2016-02-27 15:22:47,RT @Za1d: New video! Re-tweet if you enjoyed it :) https://t.co/rKojRb6KDb,2051,0,0,1
703399291021299712,2016-02-27 02:00:34,Buying makeup has become an everday thing. New Mac lipsticks to add to the collection because you can never have enough😋,0,0,0,0
703399070891700225,2016-02-27 01:59:41,RT @girlydose: I want these 😍😍 https://t.co/kLjL7cVhBQ,1093,0,1,0
703394394876088320,2016-02-27 01:41:06,"In a museum full of art, I'd still stare at you xo xo",0,0,0,0
703394277800452097,2016-02-27 01:40:38,RT @BravoJaye: Mixed emotions are the worst...,301,0,0,0
703394110317662208,2016-02-27 01:39:58,RT @MrPeterAndre: @AmyMarieBailey I'm awesome..... Well I don't mean I'm awesome I mean I feel awesome :)),2,0,0,0
703393471231606784,2016-02-27 01:37:26,RT @HeartIessly: Don't sacrifice your time for people who wouldn't do the same for you.,1804,0,0,0
703392840630583298,2016-02-27 01:34:56,"RT @MrPeterAndre: Ok this is getting ridiculous now
#goodhairdontcare https://t.co/WcrQ3qnSsV",25,0,0,1
703392768513724416,2016-02-27 01:34:39,@awkwardnarwhal_ number one bae. Thank you😘,0,1,0,0
702911013243510785,2016-02-25 17:40:19,"RT @MrPeterAndre: First 3 songs on set list for tour with our 10 piece band 
1. Turn it up (Funk original off new… https://t.co/QV5Ijtc5tX",28,0,0,1
702911003642753024,2016-02-25 17:40:17,"RT @NiallOfficial: You guys are a different level . Thank you so much for the support . Glad Liam and Louis were there, sounded like a grea…",166355,0,0,0
702908920411656192,2016-02-25 17:32:00,Idc if this sounds big headed. My eyeliner is always bitching,0,0,0,0
702450908383289344,2016-02-24 11:12:02,Good to know i was missed. Twitter is a load of bull anyway. Much like life.,0,0,0,0
702305611707523073,2016-02-24 01:34:40,Basically.  https://t.co/H9YAT9ElqO,0,1,0,1
702305264049979393,2016-02-24 01:33:17,"I seem too distant and if you want to keep pushing, you'll lose me forever",0,1,0,0
702302075963744256,2016-02-24 01:20:37,RT @SincerelyTumblr: I'm like tired 25/8,2590,0,0,0
702293369578455040,2016-02-24 00:46:01,"Everything built on trust and within seconds, it can be chucked away",0,1,0,0
702292246922727424,2016-02-24 00:41:34,"Broken heart, broken lies. Broken promises and sad eyes.",0,2,0,0
702291357902184448,2016-02-24 00:38:02,RT @abzzehh: Actual wish a had pals a could talk to everything about,4,0,0,0
702290952879263749,2016-02-24 00:36:25,"Ya, i know I've been inactive and not been speaking. Twitter sucks. People suck. But look whos tweeting.",0,0,0,0
702289925895491585,2016-02-24 00:32:20,"@DoItLikeMtrench awh damn, I've missed you and twitter 😭💜",0,0,0,0
702289842789552128,2016-02-24 00:32:01,RT @DoItLikeMtrench: @_Alexithymia_x true  https://t.co/4V1uEPPxD4,1,0,0,1
702289814587052032,2016-02-24 00:31:54,RT @DoItLikeMtrench: @_Alexithymia_x 😂😂😂 https://t.co/6PnX9VJhuc,1,0,0,1
702289523707928576,2016-02-24 00:30:45,RT @MattWebbMT: This year.  https://t.co/pEcJFdirbc,36,0,0,1
697989962784968704,2016-02-12 03:45:49,RT @heyifeellike: I'm having an allergic reaction to life,1261,0,0,0
697422643109228544,2016-02-10 14:11:30,RT @rachelmilne241: Cannot wait to see @_Alexithymia_x today!! 🎉,1,0,0,0
697141597503385600,2016-02-09 19:34:43,RT @MrPeterAndre: Haha yep typical me RT @JessHempshall @MrPeterAndre your pancake day joke was 😂😂😂 https://t.co/Y7BtNB4iDB,42,0,1,0
694258296878972929,2016-02-01 20:37:31,I'm too tired. Bye.,0,0,0,0
694159839568740352,2016-02-01 14:06:17,Damn you #StormHenry 😭,0,0,0,0
694159693669912576,2016-02-01 14:05:42,RT @forthroadbridge: We recorded gusts of 84mph and 80mph in the last few minutes - here's the latest graph: https://t.co/xm4NiEY1RQ,90,0,1,0
694157605015527424,2016-02-01 13:57:24,RT @forthroadbridge: Please be advised bridge now closed to all vehicles n/b &amp; s/b due to severe weather. Please #beaware. Please consider …,411,0,0,0
694157185346048000,2016-02-01 13:55:44,Forth road bridge is closed and i am still in my lecture😒😒😒,0,0,0,0
693906116619665410,2016-01-31 21:18:05,I'll reply to everyone when i feel alot better x,0,1,0,0
693794520161501188,2016-01-31 13:54:38,RT @marianaslester: Tagged by @Emma_B_1_2_3 https://t.co/y1dfAAelK9,3,0,1,0
693514090602430464,2016-01-30 19:20:18,"RT @Za1d: After watching Zayn Malik's ""Pillow talk"" music video.. https://t.co/beGD7jUdR1",1316,0,1,0
693224961360695296,2016-01-30 00:11:24,"RT @twentyonepilots: once again we have an opportunity to represent all of you on television.

|-/",6458,0,0,0
693118115903856641,2016-01-29 17:06:51,RT @caIumgrant: when zayn started singing i was like #PillowTalk https://t.co/boGg53YIK2,440,0,1,0
693118080755589120,2016-01-29 17:06:42,"RT @Vevo: The wait is over. Watch @zaynmalik's sultry new #PILLOWTALK video starring @gigihadid: https://t.co/N0SfzWlW6L
https://t.co/fi2zw…",19393,0,0,1
693118048618815488,2016-01-29 17:06:34,"RT @Bradford_BB12: Me waiting for Pillowtalk right now 
Super Excitement @zaynmalik  #ZaynOnBeats1 https://t.co/4dmlmQeeMT",46,0,1,0
693117548661981184,2016-01-29 17:04:35,RT @zaynmalik: Blown away ... Love you all,131984,0,0,0
693117163427733506,2016-01-29 17:03:03,"RT @zaynmalik: #pillowtalk https://t.co/4WdqrH6b5u
https://t.co/MqP8RG37JN",181492,0,0,2
693117147166408705,2016-01-29 17:03:00,RT @joshuadun: https://t.co/6IynS9c3zM,19947,0,1,0
693117121405046784,2016-01-29 17:02:53,RT @tylerrjoseph: https://t.co/LBUuoNAyCJ,21842,0,1,0
693117101326864384,2016-01-29 17:02:49,RT @MrPeterAndre: Stayed back late last night to revamp my NY coffee shop. Happy with the results:)) come join us… https://t.co/69X4Jh2Kr4,40,0,0,1
693056901169442820,2016-01-29 13:03:36,RT @avxlanche: idk have u tried being kind today,553,0,0,0
692852034375020544,2016-01-28 23:29:32,RT @JoshRamsay: Who wore it better? https://t.co/Jx2y0Z9oXQ,212,0,1,0
692852000531197953,2016-01-28 23:29:24,RT @zaynmalik: Ready .. 😋 https://t.co/ZXQLNlUKaS,93851,0,1,0
692851933778804736,2016-01-28 23:29:08,I've realised immaturity is a sign of being uneducated. Like grow the fuck up and learn some basic manners.,0,2,0,0
692812505341640706,2016-01-28 20:52:27,@zaynmalik DON'T EVEN ASK. COFFEE AT THE READY💥,0,0,0,0
692812323363405825,2016-01-28 20:51:44,RT @zaynmalik: So who's staying up with me tonight for this single and video ?,150258,0,0,0
692420791649095680,2016-01-27 18:55:55,RT @pizzaftyou: @zaynmalik #PILLOWTALK IS GONNA SLAY THE WORLD 👑,286,0,0,0
692420761571704832,2016-01-27 18:55:48,RT @zaynmalik: Yes now Zane v Zayn 👌🏽 https://t.co/Y7Y7puGgiC,58905,0,0,1
692058615633612800,2016-01-26 18:56:46,RT @Princessofwifi: This really touched me https://t.co/SJD1UoL0fT,2906,0,1,0
692041918327476224,2016-01-26 17:50:25,Alhamdulillah,0,0,0,0
692041800635322368,2016-01-26 17:49:57,Love love loveddd today's experiments. Discovered my own blood type too💃,0,1,0,0
691729485775949824,2016-01-25 21:08:55,@DoItLikeMtrench 😣 you'll cry.. Well i did! I've spoilt it for youbut least you know what you're going in for 😷😷 xx,0,1,0,0
691728820290895872,2016-01-25 21:06:17,"@DoItLikeMtrench i watch E4, so episode ahead. Heads up, just don't watch Hollyoaks Channel 4 tomorrow (Unless you want uour heartbroken😭💔)",0,0,0,0
691713063607734273,2016-01-25 20:03:40,I'm so sad. She dreamt of everything she ever wanted and it's been taken away.. It may be a soap but c'mon .. #Hollyoaks,0,0,0,0
691712386571591680,2016-01-25 20:00:59,#Hollyoaks what have you done; Giving me false hope again😭😭 this isn't fair. Life isn't fair. She loved life..,0,0,0,0
691361014709907457,2016-01-24 20:44:45,RT @dxyle: My mad fat diary is great🙏 http://t.co/6UPRqRNVg9,1275,0,1,0
691303319466278921,2016-01-24 16:55:29,RT @JoshRamsay: New guitar is showing up today! Mega rare and flashy as fuck. less than 50 ever made! You just wait,91,0,0,0
691303034215862272,2016-01-24 16:54:21,RT @lepaigeymack: matt singing rt if you agree https://t.co/RS9yGeSWRe,19,0,1,0
691231984836833280,2016-01-24 12:12:02,"RT @iam_z_: 'When things become tough, turn to the One who parted the sea for Musa, made the fire cool for Ibrahim and saved Yunus from the…",325,0,0,0
691231530065199104,2016-01-24 12:10:13,"RT @zaynmaliksbabe2: #PillowTalk 29th january,Z016 is the day for which the whole zquad was waiting for.. ♡ its gonna change the music hist…",19,0,0,0
691231475690311682,2016-01-24 12:10:00,RT @HuffPostUKEnt: It's really happening! Zayn Malik confirms debut solo single is coming this Friday https://t.co/QGMa7KMlvJ https://t.co/…,896,0,0,1
691230952081756161,2016-01-24 12:07:56,RT @hussain_mIj: The people who try to make you feel better when you're feeling down are honestly the best people. Never let them go.,13,0,0,0
691230907760508928,2016-01-24 12:07:45,"RT @kamrsa1: I was a Muslim... I’m a Muslim... I’ll be a Muslim... I’ll die InshaAllah as a Muslim and I’m proud of being a MUSLIM.

Alhamd…",7081,0,0,0
691230616134782977,2016-01-24 12:06:35,RT @officialkingdre: note to self: treat them like they treat you,2401,0,0,0
691230389252329472,2016-01-24 12:05:41,RT @GBadilloBooks: It's hard to be an adult when your heart is telling you that @mtrench concerts are more important than your bills. @Josh…,34,0,0,0
691230264136220672,2016-01-24 12:05:12,"RT @MattWebbMT: Sorry, we couldn't hear you over the sound of our biceps. https://t.co/Q3MzkmBSDA",51,0,0,1
691230225124986880,2016-01-24 12:05:02,"RT @joshuadun: NAMM is sweet so far. since I'm here, I am gonna do ""this or that"", a q&amp;a type interview with @AtomWillard at the @ZildjianC…",2402,0,0,0
691230153184276484,2016-01-24 12:04:45,RT @zaynmalik: https://t.co/URa9cZXdzr,194507,0,1,0
691228556135899136,2016-01-24 11:58:24,RT @JoshRamsay: forget me not and dearly departed are gonna be crushers for sure. RT @Lover_dearestt: what is the most emotional song for y…,111,0,0,0
691007060541046784,2016-01-23 21:18:16,RT @GirIHackz: Contour and highlight on point. 😍 https://t.co/4zsZUBL8zm,1597,0,1,0
691006726762565632,2016-01-23 21:16:56,"RT @RhythmicShawn: If this is ""plus sized"" I'm an elephant then... https://t.co/cICVKhUEqO",19,0,1,0
691006553646854144,2016-01-23 21:16:15,RT @JoshRamsay: i make no apologies for who i am. nor should i RT @BridgetBrown19: ever felt like you're letting down fans by being who you…,103,0,0,0
691006492598738946,2016-01-23 21:16:00,"RT @sixwordshort: ""Life isn't a wish granting factory.""",692,0,0,0
